"","x"
"1",0.0611643199948517
"2",0.110651394635501
"3",0.0684117815414114
"4",0.0700429443252786
"5",0.0671044752455376
"6",0.0869148923897065
"7",0.0794235327672444
"8",0.0888331979959364
"9",0.0790583059104244
"10",0.0898918402937481
"11",0.0907026058319665
"12",0.0793595464614736
"13",0.113566346390275
"14",0.0675393542770266
"15",0.120838973756916
"16",0.0648299178658281
"17",0.0841667807923508
"18",0.0654917023553467
"19",0.0606891611708904
"20",0.0705522915549683
