"","x"
"1",0.121839962921186
"2",0.119903828857864
"3",0.129176778715242
"4",0.14501303902944
"5",0.232783965803845
"6",0.216766718722242
"7",0.240194783344341
"8",0.245330533612651
"9",0.202282687799833
"10",0.187714455148838
"11",0.196721496718185
"12",0.139437098476573
"13",0.0947205832485599
"14",0.0756969493266858
"15",0.051072098975717
"16",0.0698808312503829
"17",0.0603462206291898
"18",0.0853969127381202
"19",0.147541553025594
"20",0.129359026839803
