"","x"
"1",0.256906325107522
"2",0.265067443481861
"3",0.295963432544498
"4",0.344379755157762
"5",0.606164976795296
"6",0.641108018447866
"7",0.781689309376348
"8",0.898266053291516
"9",0.82230604552814
"10",0.880372063152463
"11",1.27563081953708
"12",1.45519948352737
"13",1.36546685420032
"14",1.05432637089364
"15",0.563127513872748
"16",0.574018176721438
"17",0.36177335799196
"18",0.388052388776181
"19",0.575173707551308
"20",0.456631134122801
